latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,rcvr_clk_ns
28.183174311111117,85.30377106666667,1710.4742,16.33333,245,2023,-67.157
28.183174311111117,85.30377106666667,1710.4742,16.34167,245,2023,-67.445
28.183174311111117,85.30377106666667,1710.4743,16.35000,245,2023,-67.159
28.183174311111117,85.30377106666667,1710.4743,16.35833,245,2023,-67.510
28.183174311111117,85.30377106944441,1710.4744,16.36667,245,2023,-67.335
28.183174311111117,85.30377106944441,1710.4744,16.37500,245,2023,-67.229
28.183174311111117,85.30377106944441,1710.4745,16.38333,245,2023,-66.840
28.183174311111117,85.30377106944441,1710.4746,16.39167,245,2023,-67.312
28.183174311111117,85.30377106944441,1710.4747,16.40000,245,2023,-66.871
28.183174311111117,85.30377106944441,1710.4747,16.40833,245,2023,-66.434
28.183174311111117,85.30377106944441,1710.4748,16.41667,245,2023,-67.269
28.183174311111117,85.30377106944441,1710.4749,16.42500,245,2023,-66.794
28.183174311111117,85.30377106944441,1710.475,16.43333,245,2023,-67.051
28.183174311111117,85.30377106944441,1710.475,16.44167,245,2023,-67.031
28.183174311111117,85.3037710722222,1710.4751,16.45000,245,2023,-66.332
28.183174311111117,85.3037710722222,1710.4751,16.45833,245,2023,-66.863
28.183174311111117,85.3037710722222,1710.4752,16.46667,245,2023,-66.515
28.183174311111117,85.3037710722222,1710.4752,16.47500,245,2023,-67.291
28.183174311111117,85.3037710722222,1710.4753,16.48333,245,2023,-68.325
28.183174311111117,85.3037710722222,1710.4754,16.49167,245,2023,-67.333
28.183174311111117,85.3037710722222,1710.4754,16.50000,245,2023,-67.044
28.183174311111117,85.3037710722222,1710.4755,16.50833,245,2023,-67.234
28.183174311111117,85.3037710722222,1710.4756,16.51667,245,2023,-67.139
28.183174311111117,85.3037710722222,1710.4756,16.52500,245,2023,-66.553
28.183174311111117,85.3037710722222,1710.4757,16.53333,245,2023,-67.369
28.183174311111117,85.30377107499999,1710.4757,16.54167,245,2023,-67.379
28.183174311111117,85.30377107499999,1710.4757,16.55000,245,2023,-67.216
28.183174311111117,85.30377107499999,1710.4758,16.55833,245,2023,-66.905
28.183174311111117,85.30377107499999,1710.4758,16.56667,245,2023,-67.178
28.183174311111117,85.30377107499999,1710.4758,16.57500,245,2023,-68.030
28.183174311111117,85.30377107499999,1710.4758,16.58333,245,2023,-67.288
28.183174311111117,85.30377107499999,1710.4758,16.59167,245,2023,-67.016
28.183174311111117,85.30377107499999,1710.4758,16.60000,245,2023,-67.025
28.183174311111117,85.30377107499999,1710.4758,16.60833,245,2023,-66.982
28.183174311111117,85.30377107499999,1710.4758,16.61667,245,2023,-67.199
28.183174311111117,85.30377107499999,1710.4758,16.62500,245,2023,-66.756
28.183174311111117,85.30377107499999,1710.4758,16.63333,245,2023,-66.210
28.183174311111117,85.30377107499999,1710.4758,16.64167,245,2023,-66.655
28.183174311111117,85.30377107499999,1710.4758,16.65000,245,2023,-66.923
28.183174311111117,85.30377107499999,1710.4758,16.65833,245,2023,-67.077
28.183174311111117,85.30377107499999,1710.4758,16.66667,245,2023,-67.770
28.183174311111117,85.30377107499999,1710.4758,16.67500,245,2023,-67.293
28.183174311111117,85.30377107499999,1710.4759,16.68333,245,2023,-67.807
28.183174311111117,85.30377107499999,1710.4759,16.69167,245,2023,-66.884
28.183174311111117,85.30377107499999,1710.4759,16.70000,245,2023,-66.612
28.183174311111117,85.30377107499999,1710.476,16.70833,245,2023,-67.082
28.183174311111117,85.30377107499999,1710.476,16.71667,245,2023,-68.079
28.183174311111117,85.30377107499999,1710.476,16.72500,245,2023,-67.166
28.183174311111117,85.30377107499999,1710.476,16.73333,245,2023,-67.892
28.183174311111117,85.30377107499999,1710.4761,16.74167,245,2023,-66.952
28.183174311111117,85.30377107499999,1710.4761,16.75000,245,2023,-67.348
28.183174311111117,85.3037710722222,1710.4761,16.75833,245,2023,-67.695
28.183174311111117,85.3037710722222,1710.476,16.76667,245,2023,-67.400
28.183174311111117,85.3037710722222,1710.476,16.77500,245,2023,-67.510
28.18317431388889,85.3037710722222,1710.4759,16.78333,245,2023,-67.409
28.18317431388889,85.3037710722222,1710.476,16.79167,245,2023,-67.423
28.18317431388889,85.3037710722222,1710.4759,16.80000,245,2023,-67.502
28.18317431388889,85.3037710722222,1710.4759,16.80833,245,2023,-67.460
28.18317431388889,85.3037710722222,1710.4759,16.81667,245,2023,-67.454
28.18317431388889,85.3037710722222,1710.4759,16.82500,245,2023,-67.332
28.18317431388889,85.30377106944441,1710.476,16.83333,245,2023,-67.244
28.18317431388889,85.30377106944441,1710.476,16.84167,245,2023,-66.586
28.18317431388889,85.30377106944441,1710.4759,16.85000,245,2023,-66.421
28.18317431388889,85.30377106944441,1710.4759,16.85833,245,2023,-67.753
28.18317431388889,85.30377106944441,1710.4759,16.86667,245,2023,-67.356
28.18317431388889,85.30377106944441,1710.4759,16.87500,245,2023,-66.726
28.18317431388889,85.30377106944441,1710.4759,16.88333,245,2023,-67.243
28.18317431388889,85.30377106944441,1710.4759,16.89167,245,2023,-66.834
28.18317431388889,85.30377106944441,1710.4759,16.90000,245,2023,-67.028
28.18317431388889,85.30377106944441,1710.4759,16.90833,245,2023,-67.579
28.18317431388889,85.30377106944441,1710.4759,16.91667,245,2023,-67.536
28.18317431388889,85.30377106944441,1710.4759,16.92500,245,2023,-66.844
28.18317431388889,85.30377106944441,1710.4759,16.93333,245,2023,-66.842
28.18317431388889,85.30377106666667,1710.4759,16.94167,245,2023,-67.564
28.18317431388889,85.30377106666667,1710.4759,16.95000,245,2023,-66.560
28.18317431388889,85.30377106666667,1710.4758,16.95833,245,2023,-67.965
28.18317431388889,85.30377106666667,1710.4758,16.96667,245,2023,-67.762
28.18317431388889,85.30377106666667,1710.4758,16.97500,245,2023,-67.538
28.18317431388889,85.30377106666667,1710.4758,16.98333,245,2023,-67.883
28.18317431388889,85.30377106666667,1710.4758,16.99167,245,2023,-67.214
28.18317431388889,85.30377106388889,1710.4757,17.00000,245,2023,-67.810
28.18317431388889,85.30377106388889,1710.4757,17.00833,245,2023,-67.336
28.18317431388889,85.30377106388889,1710.4757,17.01667,245,2023,-67.170
28.18317431388889,85.30377106388889,1710.4756,17.02500,245,2023,-66.985
28.18317431388889,85.30377106388889,1710.4756,17.03333,245,2023,-67.323
28.18317431388889,85.30377106388889,1710.4755,17.04167,245,2023,-66.901
28.18317431388889,85.3037710611111,1710.4755,17.05000,245,2023,-67.423
28.18317431388889,85.3037710611111,1710.4755,17.05833,245,2023,-67.929
28.18317431388889,85.3037710611111,1710.4754,17.06667,245,2023,-66.906
28.18317431388889,85.3037710611111,1710.4754,17.07500,245,2023,-67.052
28.18317431388889,85.3037710611111,1710.4754,17.08333,245,2023,-66.496
28.18317431388889,85.3037710611111,1710.4754,17.09167,245,2023,-67.471
28.18317431388889,85.3037710611111,1710.4754,17.10000,245,2023,-67.059
28.18317431388889,85.3037710611111,1710.4754,17.10833,245,2023,-67.249
28.18317431388889,85.3037710611111,1710.4754,17.11667,245,2023,-66.890
28.18317431388889,85.3037710611111,1710.4754,17.12500,245,2023,-66.246
28.18317431388889,85.3037710611111,1710.4754,17.13333,245,2023,-67.200
28.18317431388889,85.30377105833331,1710.4754,17.14167,245,2023,-66.984
28.18317431388889,85.30377105833331,1710.4754,17.15000,245,2023,-65.944
28.18317431388889,85.30377105833331,1710.4754,17.15833,245,2023,-66.597
28.18317431388889,85.30377105833331,1710.4755,17.16667,245,2023,-66.810
28.18317431388889,85.30377105833331,1710.4755,17.17500,245,2023,-66.800
28.18317431388889,85.30377105833331,1710.4755,17.18333,245,2023,-67.002
28.18317431388889,85.30377105833331,1710.4755,17.19167,245,2023,-66.819
28.18317431388889,85.30377105833331,1710.4755,17.20000,245,2023,-66.584
28.18317431388889,85.30377105833331,1710.4754,17.20833,245,2023,-67.026
28.18317431388889,85.30377105833331,1710.4754,17.21667,245,2023,-66.325
28.18317431388889,85.30377105833331,1710.4754,17.22500,245,2023,-65.977
28.18317431388889,85.30377105833331,1710.4754,17.23333,245,2023,-65.952
28.18317431388889,85.30377105833331,1710.4753,17.24167,245,2023,-65.928
28.18317431388889,85.30377105833331,1710.4753,17.25000,245,2023,-66.395
28.18317431388889,85.30377105833331,1710.4753,17.25833,245,2023,-66.204
28.18317431388889,85.30377105833331,1710.4753,17.26667,245,2023,-65.653
28.18317431388889,85.30377105833331,1710.4753,17.27500,245,2023,-66.289
28.18317431388889,85.30377105833331,1710.4753,17.28333,245,2023,-66.282
28.18317431388889,85.30377105833331,1710.4753,17.29167,245,2023,-66.508
28.18317431388889,85.30377105555554,1710.4753,17.30000,245,2023,-66.895
28.18317431388889,85.30377105555554,1710.4753,17.30833,245,2023,-66.245
